id_prescricao,cpf_paciente,nome_paciente,medicamento,codigo_medicamento,quantidade,data_prescricao
1971,67423589128,Srta. Ana Fernandes,Amoxicilina,JKL012,2,2025-05-15
1972,47319628031,Davi Lucas Mendes,Paracetamol,JKL012,3,2025-04-23
1973,7286935429,Marina Campos,Paracetamol,DEF456,2,2025-05-07
1974,56830147948,Alana Ferreira,Ibuprofeno,GHI789,3,2025-04-30
1975,70845136984,Sra. Mariana Mendes,Amoxicilina,ABC123,2,2025-05-03
1976,46019358224,Maitê Jesus,Amoxicilina,ABC123,4,2025-04-25
1977,58427196300,Dr. João Miguel Rezende,Paracetamol,JKL012,4,2025-05-21
1978,34197562837,Rafael Fogaça,Paracetamol,ABC123,5,2025-04-21
1979,69341075866,Sr. Kevin da Luz,Amoxicilina,ABC123,3,2025-05-02
1980,6129485794,Lara Duarte,Losartana,MNO345,1,2025-05-07
1981,61348052970,Vinicius da Rocha,Losartana,GHI789,5,2025-05-13
1982,21490753850,Ryan Lopes,Amoxicilina,DEF456,2,2025-04-28
1983,75410698258,Heitor da Luz,Ibuprofeno,DEF456,4,2025-04-23
1984,62879501377,Julia Duarte,Losartana,DEF456,1,2025-05-02
1985,89105762359,Beatriz Correia,Paracetamol,DEF456,2,2025-05-15
1986,80361592795,Juliana da Paz,Paracetamol,MNO345,1,2025-05-15
1987,29471035805,Sra. Emilly Vieira,Dipirona,ABC123,2,2025-04-23
1988,24358706126,Theo Teixeira,Dipirona,ABC123,2,2025-05-05
1989,70356419207,João Ferreira,Losartana,MNO345,5,2025-05-08
1990,51904682324,Rebeca da Luz,Dipirona,ABC123,2,2025-04-22
1991,46217950820,Maria Vitória Carvalho,Paracetamol,JKL012,5,2025-05-03
1992,13490758684,Heloísa Cunha,Losartana,JKL012,2,2025-05-21
1993,39850621451,Clarice Cunha,Paracetamol,ABC123,3,2025-05-09
1994,34159268005,Luana Freitas,Dipirona,DEF456,5,2025-04-25
1995,85961237095,Maysa Farias,Dipirona,GHI789,3,2025-05-21
1996,64201753808,Sabrina Vieira,Ibuprofeno,GHI789,4,2025-05-17
1997,5798261395,Emanuelly Alves,Paracetamol,ABC123,3,2025-05-16
1998,123456789,Luiz Fernando Cardoso,Ibuprofeno,INV,-1,2025-05-20
1999,7943615875,Maria Clara Ramos,Ibuprofeno,JKL012,5,2025-05-19
2000,68109375286,Vicente Pires,Dipirona,DEF456,5,2025-04-21
2001,8753169484,Pietra Barbosa,Ibuprofeno,DEF456,1,2025-05-09
2002,80321976568,Sra. Alana Peixoto,Amoxicilina,DEF456,4,2025-04-28
2003,53806174920,Clarice Novaes,Losartana,GHI789,5,2025-05-11
2004,15780649294,Miguel Gonçalves,Amoxicilina,DEF456,2,2025-04-21
2005,24869135728,Sra. Clarice Costela,Amoxicilina,MNO345,4,2025-04-23
2006,59084763157,Gabriela Cunha,Amoxicilina,JKL012,1,2025-05-04
2007,29160578467,Dr. João Guilherme Campos,Amoxicilina,DEF456,2,2025-05-10
2008,68702931559,Isabelly Moraes,Ibuprofeno,JKL012,3,2025-05-10
2009,65218743909,Sr. Vitor Moreira,Losartana,MNO345,4,2025-05-11
2010,87052391414,Nicole Lopes,Paracetamol,JKL012,2,2025-05-14
2011,31576249034,Dra. Maria Sophia Martins,Dipirona,ABC123,2,2025-04-28
2012,65301742817,Luiz Felipe Aragão,Ibuprofeno,GHI789,4,2025-04-22
2013,72586439155,Joana da Mota,Paracetamol,DEF456,2,2025-05-10
2014,56903142770,Isadora Barbosa,Ibuprofeno,JKL012,3,2025-05-03
2015,74890136584,Arthur Santos,Amoxicilina,MNO345,4,2025-04-26
2016,17954368246,Sra. Camila da Cruz,Ibuprofeno,MNO345,3,2025-04-30
2017,50178943223,Ana Clara Dias,Amoxicilina,MNO345,1,2025-04-21
2018,73824960583,Sophia Barros,Losartana,MNO345,2,2025-05-04
2019,46983217519,Natália Teixeira,Ibuprofeno,ABC123,4,2025-05-05
2020,13850962768,Ana Clara Pires,Losartana,DEF456,2,2025-04-22
2021,96174235882,Arthur Porto,Dipirona,ABC123,5,2025-05-10
2022,80726931586,Laís Viana,Amoxicilina,ABC123,1,2025-05-18
2023,72340961831,Sr. Gustavo Henrique da Costa,Amoxicilina,JKL012,5,2025-04-22
2024,62930184787,Nicole Porto,Ibuprofeno,JKL012,4,2025-05-03
2025,46250319743,Dr. Theo da Paz,Paracetamol,JKL012,3,2025-05-07
2026,17964203878,Dra. Maria Sophia Fogaça,Losartana,GHI789,2,2025-05-13
2027,69123548746,Larissa Monteiro,Amoxicilina,DEF456,5,2025-04-24
2028,58709123695,Isadora Farias,Dipirona,GHI789,2,2025-05-11
2029,48659271076,Calebe Souza,Ibuprofeno,INV,-1,2025-05-02
2030,14768925049,Ana Vitória da Luz,Amoxicilina,DEF456,3,2025-05-12
2031,23674590883,Heloísa Farias,Dipirona,GHI789,1,2025-05-18
2032,18490673250,Pietro Ferreira,Dipirona,MNO345,4,2025-04-20
2033,73541960884,Diogo Gonçalves,Amoxicilina,GHI789,2,2025-05-11
2034,63987451246,Pedro Nascimento,Losartana,GHI789,4,2025-05-08
2035,4193758648,Dra. Maria Cecília Rezende,Amoxicilina,MNO345,5,2025-05-07
2036,73952486191,Maria Sophia Novaes,Amoxicilina,DEF456,3,2025-05-05
2037,13084795223,Luiz Henrique da Costa,Dipirona,ABC123,1,2025-05-15
2038,40865723974,Augusto Carvalho,Losartana,ABC123,5,2025-05-17
2039,10346589215,Thiago Pereira,Losartana,ABC123,5,2025-04-21
2040,37540986166,Kevin Santos,Losartana,JKL012,5,2025-05-10
2041,6759312821,Miguel Novaes,Ibuprofeno,ABC123,1,2025-05-10
2042,48172560958,Srta. Elisa Lopes,Losartana,JKL012,3,2025-05-17
2043,35048967100,Sra. Bárbara da Luz,Paracetamol,MNO345,4,2025-05-05
2044,1762895420,Davi Lucas Caldeira,Dipirona,JKL012,5,2025-05-10
2045,73689041520,Bernardo Correia,Amoxicilina,GHI789,3,2025-05-07
2046,95846231764,Brenda Silveira,Dipirona,MNO345,1,2025-04-24
2047,87149065384,Ana Laura Oliveira,Paracetamol,ABC123,4,2025-05-19
2048,78349026103,Gustavo Henrique Costa,Amoxicilina,MNO345,5,2025-05-14
2049,65124987049,Maitê Cunha,Paracetamol,ABC123,3,2025-05-18
2050,5267134961,Sr. Thiago Mendes,Amoxicilina,DEF456,4,2025-05-18
2051,65793142061,Davi Lucas Nascimento,Losartana,DEF456,5,2025-05-01
2052,27089345629,Pedro Gonçalves,Losartana,MNO345,2,2025-05-11
2053,81725469049,Marcelo Moura,Paracetamol,JKL012,1,2025-04-23
2054,52714603807,Carolina Teixeira,Amoxicilina,GHI789,1,2025-05-11
2055,24903867196,Kaique Mendes,Paracetamol,GHI789,4,2025-04-25
2056,87025396400,Otávio Castro,Losartana,INV,-1,2025-05-11
2057,98430725105,Dr. Pedro Lucas Vieira,Losartana,JKL012,3,2025-05-09
2058,5326749874,Dr. Vitor Gabriel Alves,Amoxicilina,DEF456,2,2025-05-06
2059,26930451770,Ana Luiza Porto,Dipirona,MNO345,1,2025-04-23
2060,81032576480,João Pedro da Cruz,Dipirona,DEF456,5,2025-05-01
2061,38412970640,Ana Júlia Gomes,Dipirona,MNO345,2,2025-04-22
2062,13087692450,Vitor da Cruz,Amoxicilina,DEF456,5,2025-05-04
2063,97524680120,Ana Vitória Ramos,Losartana,ABC123,3,2025-05-21
2064,2391856415,Otávio Jesus,Losartana,ABC123,1,2025-04-24
2065,34719862519,Sra. Heloísa Carvalho,Dipirona,MNO345,5,2025-04-30
2066,92850143642,Sr. Carlos Eduardo da Cruz,Ibuprofeno,GHI789,5,2025-05-10
2067,26438591700,Olivia Souza,Paracetamol,DEF456,5,2025-04-23
2068,73864251044,Sabrina Freitas,Paracetamol,DEF456,1,2025-05-14
2069,45067893184,Enzo Porto,Paracetamol,ABC123,3,2025-05-14
2070,26791054352,Catarina Souza,Ibuprofeno,MNO345,1,2025-05-08
2071,43265807126,Dr. Enzo Ferreira,Dipirona,MNO345,3,2025-04-27
2072,46719820303,Davi Nogueira,Dipirona,JKL012,2,2025-04-30
2073,15409673875,Maria Clara Souza,Dipirona,GHI789,3,2025-04-29
2074,76345082171,Luiz Gustavo Barros,Paracetamol,JKL012,3,2025-04-25
2075,50173862977,Luiz Henrique Nascimento,Dipirona,MNO345,5,2025-05-06
2076,64957318093,Daniela Rocha,Ibuprofeno,MNO345,2,2025-04-27
2077,78190465384,Mariane da Mota,Paracetamol,JKL012,5,2025-05-01
2078,1274389631,Luiza Costa,Ibuprofeno,ABC123,2,2025-04-20
2079,4312576980,Dra. Daniela Araújo,Ibuprofeno,JKL012,3,2025-05-05
2080,4371652808,Gabriela Nascimento,Ibuprofeno,JKL012,1,2025-05-06
2081,6817239478,Leandro Pinto,Losartana,ABC123,1,2025-05-10
2082,71920834613,Marcos Vinicius da Costa,Losartana,DEF456,1,2025-05-17
2083,52097638465,Camila Almeida,Paracetamol,INV,-1,2025-04-27
2084,123456789,Dra. Isabella da Paz,Ibuprofeno,INV,-1,2025-04-23
2085,3874165957,Sra. Manuela Rodrigues,Dipirona,DEF456,3,2025-04-21
2086,43780926547,Rodrigo Cardoso,Paracetamol,JKL012,4,2025-04-26
2087,48619032542,Eduarda Nogueira,Paracetamol,ABC123,2,2025-04-21
2088,45678129058,Thales Melo,Losartana,GHI789,4,2025-05-12
2089,59286417020,Maria Julia Moura,Losartana,ABC123,1,2025-04-22
2090,81604753900,Srta. Júlia Freitas,Ibuprofeno,INV,-1,2025-04-27
2091,32581764937,Dra. Alexia Almeida,Amoxicilina,ABC123,5,2025-05-09
2092,85016934215,Samuel Gomes,Paracetamol,JKL012,1,2025-05-11
2093,70431629803,Daniela Alves,Paracetamol,MNO345,3,2025-04-24
2094,10835472671,Sofia Souza,Dipirona,JKL012,5,2025-05-02
2095,123456789,Julia Caldeira,Dipirona,INV,-1,2025-05-03
2096,41632879573,Maria Julia Cavalcanti,Dipirona,GHI789,3,2025-05-17
2097,34619708240,Sra. Julia da Paz,Dipirona,ABC123,4,2025-04-21
2098,79643852083,Enzo Gabriel Aragão,Dipirona,GHI789,4,2025-05-03
2099,32486017526,Dr. Alexandre Vieira,Paracetamol,DEF456,4,2025-05-18
2100,38469752065,Dra. Júlia Silveira,Amoxicilina,JKL012,1,2025-04-26
2101,97506813203,Pedro Lucas Souza,Dipirona,GHI789,2,2025-05-14
2102,86253479083,Vinicius Aragão,Paracetamol,GHI789,5,2025-05-11
2103,28613597068,Yuri da Conceição,Losartana,DEF456,2,2025-04-28
2104,53206478910,Raquel Peixoto,Paracetamol,JKL012,2,2025-04-26
2105,83564219773,Kamilly da Paz,Losartana,MNO345,5,2025-05-20
2106,63045982700,Luigi Ferreira,Dipirona,MNO345,1,2025-04-22
2107,40891326731,Mariana Souza,Dipirona,JKL012,4,2025-05-03
2108,82461035989,Thomas Costa,Dipirona,GHI789,5,2025-04-27
2109,43516982764,Luana Carvalho,Dipirona,JKL012,5,2025-05-16
2110,76184203940,Dra. Larissa Ramos,Amoxicilina,INV,-1,2025-04-21
2111,27915634070,Marcos Vinicius Moreira,Ibuprofeno,GHI789,2,2025-05-20
2112,76538210902,Nicole da Mata,Dipirona,GHI789,3,2025-05-15
2113,21340568780,Sra. Pietra Dias,Losartana,DEF456,2,2025-05-11
2114,91560428333,Sr. Erick Costela,Dipirona,DEF456,5,2025-05-09
2115,30857962159,Rafaela Costa,Ibuprofeno,GHI789,5,2025-05-15
2116,87953126419,Caio da Mota,Ibuprofeno,JKL012,4,2025-04-30
2117,42068937131,João Miguel Rodrigues,Losartana,GHI789,3,2025-04-26
2118,26038974113,João Lucas Mendes,Losartana,MNO345,5,2025-05-05
2119,123456789,André Cunha,Losartana,INV,-1,2025-04-30
2120,82901567312,Maria Sophia Ribeiro,Dipirona,ABC123,1,2025-05-19
2121,39251684782,Maria Vitória da Rocha,Dipirona,MNO345,1,2025-05-08
2122,60134295706,Ana Luiza Silva,Ibuprofeno,ABC123,2,2025-05-18
2123,69248750338,Thomas Pinto,Losartana,INV,-1,2025-05-04
2124,60248371940,Calebe da Conceição,Ibuprofeno,MNO345,3,2025-05-03
2125,85016794294,Larissa da Luz,Amoxicilina,ABC123,2,2025-05-02
2126,18437206987,Lívia Lopes,Dipirona,GHI789,5,2025-05-18
2127,97286351419,Milena Pinto,Dipirona,JKL012,2,2025-04-28
2128,45267098167,Sofia Lopes,Paracetamol,JKL012,1,2025-05-19
2129,30256917868,Isadora da Rocha,Dipirona,DEF456,2,2025-04-20
2130,38690547274,Kamilly Caldeira,Paracetamol,ABC123,1,2025-05-19
2131,69574310299,Gustavo da Cruz,Ibuprofeno,ABC123,3,2025-05-05
2132,4317586207,Lucas da Luz,Paracetamol,DEF456,3,2025-04-24
2133,36908412750,Luiz Miguel Silva,Losartana,GHI789,4,2025-04-27
2134,14359280670,Miguel Souza,Paracetamol,JKL012,4,2025-05-13
2135,34807956175,Maria Sophia da Mata,Amoxicilina,JKL012,5,2025-04-23
2136,72604918501,Isaac Campos,Amoxicilina,GHI789,5,2025-04-25
2137,94357068193,Natália Moreira,Dipirona,ABC123,5,2025-05-17
2138,81029543615,Sra. Olivia Dias,Dipirona,ABC123,4,2025-05-13
2139,64381270940,Isabella Farias,Paracetamol,JKL012,3,2025-04-21
2140,42860357190,Sr. Ian Pereira,Ibuprofeno,JKL012,1,2025-05-16
2141,15963784255,Valentina Almeida,Ibuprofeno,DEF456,5,2025-04-25
2142,97514308288,Bianca Costela,Ibuprofeno,DEF456,3,2025-05-16
2143,81264539070,Diego Alves,Dipirona,DEF456,2,2025-05-18
2144,76402513890,Catarina Campos,Paracetamol,DEF456,4,2025-05-20
2145,69875240338,Dra. Maysa Oliveira,Paracetamol,DEF456,1,2025-05-04
2146,26719830422,Srta. Maria Vitória Cunha,Paracetamol,ABC123,4,2025-05-11
2147,37268954000,Letícia Peixoto,Paracetamol,JKL012,5,2025-05-12
2148,42983176509,Mariane Pinto,Dipirona,DEF456,4,2025-04-30
2149,6859231777,Maria Luiza Lopes,Paracetamol,JKL012,1,2025-04-24
2150,18640359270,Joaquim Ribeiro,Losartana,JKL012,4,2025-05-12
2151,29701835441,Marcos Vinicius Nascimento,Dipirona,GHI789,5,2025-04-24
2152,14856392719,Dra. Olivia Lopes,Amoxicilina,GHI789,2,2025-05-15
2153,56103897203,Dr. Marcos Vinicius das Neves,Dipirona,DEF456,2,2025-04-24
2154,26715094306,Emanuel Lopes,Ibuprofeno,JKL012,5,2025-05-20
2155,31608425762,Diogo Cardoso,Dipirona,DEF456,4,2025-05-02
2156,123456789,Luiz Henrique Farias,Amoxicilina,INV,-1,2025-05-13
2157,20386714517,Ana Vitória Novaes,Paracetamol,DEF456,1,2025-05-15
2158,2459187360,Maria Julia Souza,Paracetamol,DEF456,4,2025-04-24
2159,85913064224,Bruno Araújo,Amoxicilina,GHI789,5,2025-04-20
2160,30465879101,Ryan Mendes,Paracetamol,ABC123,5,2025-04-26
2161,19237680422,Francisco da Paz,Amoxicilina,MNO345,4,2025-04-23
2162,31047526999,Juan da Cunha,Amoxicilina,ABC123,4,2025-05-10
2163,86125740307,Luigi Lopes,Losartana,DEF456,1,2025-05-01
2164,69870453210,Brenda Campos,Paracetamol,GHI789,4,2025-05-11
2165,25140387905,Cauã da Cruz,Losartana,JKL012,5,2025-05-02
2166,56183074993,Maria Cecília Sales,Dipirona,DEF456,3,2025-05-10
2167,123456789,Sra. Rafaela Farias,Dipirona,INV,-1,2025-05-15
2168,21650783930,Srta. Beatriz das Neves,Losartana,JKL012,4,2025-05-15
2169,89347126519,Pietra Cardoso,Dipirona,DEF456,5,2025-04-25
2170,16340752934,Lucas Araújo,Paracetamol,MNO345,4,2025-04-24
2171,59674032134,João Vitor Barbosa,Losartana,GHI789,1,2025-04-30
2172,64720159370,Gabriel Gomes,Paracetamol,JKL012,1,2025-05-14
2173,5672931499,Srta. Sarah Rodrigues,Paracetamol,MNO345,4,2025-04-26
2174,34596178020,Esther Viana,Ibuprofeno,DEF456,3,2025-05-02
2175,80934571600,Sra. Maria Vitória Vieira,Ibuprofeno,GHI789,1,2025-04-26
2176,34208976500,Maria Sophia Teixeira,Dipirona,MNO345,4,2025-05-05
2177,78651402317,Miguel da Cunha,Dipirona,JKL012,2,2025-04-29
2178,34598162791,Pedro Miguel Carvalho,Amoxicilina,GHI789,4,2025-05-01
2179,37809126512,Dr. Heitor Jesus,Losartana,MNO345,1,2025-04-28
2180,29071863450,Luiz Otávio Moreira,Ibuprofeno,ABC123,2,2025-04-20
2181,51760932434,Arthur Moura,Losartana,MNO345,4,2025-04-25
2182,73845026910,Maria Eduarda Lima,Dipirona,GHI789,2,2025-04-22
2183,31456892070,Maria Julia Oliveira,Amoxicilina,MNO345,5,2025-05-14
2184,65384071290,Lorenzo da Cruz,Dipirona,JKL012,5,2025-04-23
2185,74528019620,Caroline Rodrigues,Paracetamol,DEF456,3,2025-05-14
2186,20914637878,Gustavo Campos,Paracetamol,ABC123,5,2025-05-08
2187,63487905256,Yasmin da Mata,Dipirona,DEF456,4,2025-05-21
2188,56230841762,João Pedro Fogaça,Losartana,MNO345,3,2025-05-19
2189,36812740969,Danilo Cardoso,Paracetamol,MNO345,1,2025-04-21
2190,25496081785,Emilly Barbosa,Amoxicilina,MNO345,2,2025-05-17
2191,74906528120,Rafaela Dias,Paracetamol,INV,-1,2025-04-28
2192,6973458157,Enzo Gabriel da Paz,Ibuprofeno,ABC123,5,2025-05-08
2193,1648729576,Sra. Raquel Pinto,Losartana,GHI789,5,2025-05-01
2194,56182973021,Lucas Azevedo,Paracetamol,MNO345,1,2025-05-05
2195,39160487593,Francisco Barros,Ibuprofeno,GHI789,1,2025-05-16
2196,50417296894,Dr. Vitor Hugo Rodrigues,Amoxicilina,JKL012,5,2025-05-17
2197,123456789,Srta. Emilly Gonçalves,Ibuprofeno,INV,-1,2025-04-21
2198,10589324705,Dr. Kaique Viana,Amoxicilina,ABC123,5,2025-05-18
2199,41637829582,João Lucas da Cunha,Ibuprofeno,JKL012,5,2025-05-11
2200,70538916230,Vicente Almeida,Paracetamol,ABC123,3,2025-05-17
2201,93518426737,Lorena Fernandes,Amoxicilina,JKL012,5,2025-05-08
2202,46980213598,Mirella Monteiro,Amoxicilina,DEF456,2,2025-05-04
2203,69520138498,Esther Moreira,Ibuprofeno,JKL012,4,2025-05-16
2204,53862704190,Sofia das Neves,Paracetamol,ABC123,1,2025-05-07
2205,48235609738,Elisa Nogueira,Paracetamol,INV,-1,2025-04-25
2206,31025847644,Sr. Danilo Barros,Ibuprofeno,DEF456,3,2025-05-08
2207,13078456226,Maria Vitória Monteiro,Amoxicilina,DEF456,4,2025-04-21
2208,19562378446,Dra. Nicole Souza,Amoxicilina,DEF456,3,2025-05-13
2209,91845706366,Sr. Enrico da Mota,Paracetamol,JKL012,3,2025-05-14
2210,84196250785,Murilo Campos,Losartana,DEF456,3,2025-05-17
2211,29760183404,Vinicius Novaes,Ibuprofeno,DEF456,3,2025-05-10
2212,24986310542,Sr. Davi Lucca Rocha,Losartana,MNO345,2,2025-05-21
2213,40168573253,Pedro Nogueira,Amoxicilina,ABC123,4,2025-04-24
2214,6713842526,Alana Campos,Paracetamol,MNO345,5,2025-04-22
2215,10352697407,Srta. Rebeca Pereira,Dipirona,ABC123,4,2025-05-12
2216,90584167202,Kevin da Mata,Ibuprofeno,GHI789,1,2025-05-15
2217,39804712687,Luigi Cardoso,Ibuprofeno,GHI789,3,2025-05-15
2218,2839754665,Lavínia Pereira,Dipirona,MNO345,2,2025-04-25
2219,85097416201,Luiz Fernando Rezende,Losartana,JKL012,1,2025-04-25
2220,91038264570,Igor da Luz,Dipirona,JKL012,3,2025-04-27
2221,16352049842,Lorenzo Vieira,Dipirona,MNO345,3,2025-04-21
2222,75491623873,Luiz Miguel Oliveira,Dipirona,DEF456,1,2025-04-30
2223,36982475000,Mariane Costa,Losartana,GHI789,2,2025-05-12
2224,87021654901,Heitor Cunha,Paracetamol,DEF456,2,2025-05-02
2225,82609413505,Thiago Correia,Paracetamol,JKL012,4,2025-04-20
2226,35986201442,Srta. Eduarda Souza,Dipirona,JKL012,1,2025-05-05
2227,4138962778,Stephany Lima,Paracetamol,MNO345,1,2025-05-10
2228,71596403225,Dra. Catarina Lima,Amoxicilina,GHI789,4,2025-05-21
2229,76508219359,Marina Barbosa,Dipirona,ABC123,1,2025-05-12
2230,67451930866,Vitor Nogueira,Dipirona,DEF456,5,2025-04-21
2231,5428967374,Emilly Jesus,Losartana,DEF456,4,2025-05-14
2232,91720543879,Ana Vitória Sales,Amoxicilina,DEF456,2,2025-05-04
2233,36921480704,Mirella Lima,Paracetamol,MNO345,2,2025-05-08
2234,72183409541,Maria Sophia Correia,Dipirona,GHI789,5,2025-04-23
2235,65043271906,Paulo Moreira,Paracetamol,MNO345,2,2025-05-10
2236,95068347175,Júlia Ferreira,Dipirona,JKL012,5,2025-05-05
2237,95061748301,Maria Cecília Sales,Amoxicilina,ABC123,4,2025-04-30
2238,19468237087,Antônio Gomes,Ibuprofeno,JKL012,3,2025-05-05
2239,61094357243,João Miguel Souza,Losartana,DEF456,4,2025-04-30
2240,64138957219,Luiza da Mata,Amoxicilina,ABC123,5,2025-05-09
2241,10246538970,Enrico Moraes,Paracetamol,MNO345,3,2025-05-15
2242,59728643047,Pedro Lucas Fernandes,Amoxicilina,DEF456,1,2025-05-15
2243,25913674006,Luna Souza,Dipirona,DEF456,5,2025-05-21
2244,5471368975,Sra. Milena Campos,Paracetamol,ABC123,5,2025-04-23
2245,61570942811,Ana Luiza Farias,Dipirona,MNO345,4,2025-05-12
2246,12547839032,Luigi Moraes,Paracetamol,JKL012,5,2025-05-20
2247,85217634928,Isabelly Silveira,Ibuprofeno,JKL012,4,2025-04-27
2248,19463580700,Kamilly Moraes,Ibuprofeno,ABC123,1,2025-05-08
2249,26835491728,Felipe da Rosa,Dipirona,GHI789,4,2025-05-05
2250,94160835775,Rebeca Moraes,Amoxicilina,MNO345,2,2025-05-19
2251,56187043235,Pietra da Luz,Ibuprofeno,ABC123,5,2025-05-01
2252,3186279577,João Guilherme Teixeira,Losartana,GHI789,2,2025-05-10
2253,70812564308,Larissa Castro,Losartana,ABC123,1,2025-05-15
2254,9634852700,Luiza Fogaça,Losartana,GHI789,5,2025-04-24
2255,94507683157,Arthur Pinto,Ibuprofeno,GHI789,4,2025-04-20
2256,69350148242,Dra. Bruna Viana,Amoxicilina,ABC123,1,2025-05-10
2257,4983561242,Benjamin Dias,Ibuprofeno,DEF456,4,2025-04-21
2258,86032175480,Diego Oliveira,Losartana,JKL012,4,2025-05-21
2259,71694803520,Luiz Gustavo Ferreira,Ibuprofeno,INV,-1,2025-04-20
2260,87450391600,Milena Gonçalves,Amoxicilina,DEF456,2,2025-04-25
2261,87495123664,Sr. Lucas Moraes,Amoxicilina,ABC123,4,2025-05-11
2262,50281637903,Elisa Monteiro,Losartana,DEF456,1,2025-04-25
2263,10548326924,Juliana Porto,Dipirona,MNO345,3,2025-04-25
2264,19234568737,Beatriz da Rocha,Paracetamol,GHI789,4,2025-05-08
2265,69857214002,Pietra Moraes,Losartana,ABC123,3,2025-04-28
2266,19584632728,Larissa Cunha,Ibuprofeno,ABC123,3,2025-04-29
2267,75013849241,Carolina Alves,Paracetamol,ABC123,1,2025-04-28
2268,32168974519,Paulo Cunha,Ibuprofeno,DEF456,3,2025-05-01
2269,41835602762,Sabrina Moraes,Ibuprofeno,GHI789,2,2025-05-17
2270,68074239187,Dra. Maria Luiza da Conceição,Losartana,DEF456,1,2025-04-28
2271,84129375628,Giovanna Rocha,Amoxicilina,ABC123,3,2025-04-28
2272,53624078992,Yago Fogaça,Amoxicilina,DEF456,5,2025-05-06
2273,64032791570,Sra. Alexia Araújo,Losartana,JKL012,4,2025-04-24
2274,7365248947,Bianca Nascimento,Ibuprofeno,ABC123,2,2025-04-20
2275,95407831600,Ian Costa,Losartana,JKL012,5,2025-05-06
2276,14658920794,Dr. Benício Moraes,Dipirona,JKL012,1,2025-04-25
2277,5791236859,Ana Beatriz Ribeiro,Paracetamol,JKL012,5,2025-05-13
2278,59043126870,Cauã Fogaça,Dipirona,GHI789,1,2025-04-20
2279,76318459219,Isis Almeida,Ibuprofeno,DEF456,4,2025-05-08
2280,91374086584,Sofia Rodrigues,Paracetamol,ABC123,4,2025-05-18
2281,75246039161,João Guilherme Caldeira,Amoxicilina,ABC123,3,2025-05-01
2282,54968072392,Emanuella Oliveira,Losartana,GHI789,1,2025-05-04
2283,82543197079,Sra. Isabella Melo,Losartana,GHI789,2,2025-05-13
2284,40159267307,Srta. Rafaela Gomes,Dipirona,JKL012,3,2025-05-09
2285,20173468535,Pedro Henrique Novaes,Paracetamol,GHI789,4,2025-05-15
2286,96018735466,Calebe Cardoso,Dipirona,GHI789,3,2025-05-18
2287,98516270467,Gabrielly Gonçalves,Losartana,JKL012,2,2025-04-22
2288,5926431824,Srta. Milena Moreira,Paracetamol,GHI789,1,2025-05-21
2289,43279851637,Gustavo Henrique Silveira,Dipirona,ABC123,2,2025-04-21
2290,83614297004,Srta. Amanda Silveira,Amoxicilina,ABC123,1,2025-04-29
2291,40762193506,Dr. Rodrigo Rezende,Ibuprofeno,ABC123,1,2025-05-18
2292,26307845929,Thiago da Rocha,Dipirona,INV,-1,2025-05-16
2293,95210763803,João Vitor Duarte,Dipirona,MNO345,5,2025-05-08
2294,74061592858,Dr. Nicolas Pires,Losartana,GHI789,2,2025-04-21
2295,80592163415,Thiago Rocha,Ibuprofeno,DEF456,5,2025-04-29
2296,79628150430,Dra. Marcela Sales,Losartana,GHI789,2,2025-04-25
2297,15276839409,Kamilly Mendes,Ibuprofeno,MNO345,2,2025-05-13
2298,43012685707,Ana Julia da Mota,Ibuprofeno,MNO345,5,2025-05-15
2299,37618452946,Caio Sales,Dipirona,DEF456,3,2025-05-13
2300,36472580162,Esther da Rocha,Dipirona,MNO345,3,2025-05-04
2301,18349602589,Marina Pires,Dipirona,MNO345,4,2025-05-13
2302,74532801680,Diogo Moura,Amoxicilina,INV,-1,2025-04-22
2303,20468539700,Yago da Rosa,Paracetamol,ABC123,1,2025-05-16
2304,123456789,Guilherme Freitas,Ibuprofeno,INV,-1,2025-05-12
2305,37605189400,Luana Azevedo,Losartana,DEF456,2,2025-04-26
2306,25406718967,Eloah Araújo,Ibuprofeno,MNO345,3,2025-05-05
2307,63907418557,Valentina Ferreira,Amoxicilina,DEF456,5,2025-04-29
2308,41209867303,Brenda Fogaça,Paracetamol,GHI789,1,2025-04-27
2309,82906417530,Maria Alice Freitas,Amoxicilina,MNO345,2,2025-04-24
2310,59032741888,Srta. Maria Eduarda Azevedo,Dipirona,JKL012,2,2025-05-11
2311,73456809166,João Gabriel da Paz,Losartana,GHI789,1,2025-05-04
2312,59408671384,Vitor Hugo Mendes,Amoxicilina,GHI789,4,2025-05-20
2313,4263857992,Dr. Pedro da Conceição,Ibuprofeno,DEF456,5,2025-05-07
2314,59214608776,Fernando Barbosa,Ibuprofeno,ABC123,2,2025-05-04
2315,89651274085,Luiz Otávio Aragão,Ibuprofeno,ABC123,1,2025-05-14
2316,25408397629,Helena da Mata,Amoxicilina,DEF456,5,2025-05-11
2317,46875310910,Lavínia Azevedo,Amoxicilina,MNO345,2,2025-05-09
2318,60718429567,Sr. Luiz Fernando Costa,Amoxicilina,JKL012,3,2025-05-10
2319,36290481533,Bernardo Martins,Amoxicilina,MNO345,5,2025-04-21
2320,36408571271,Mariane Fogaça,Paracetamol,ABC123,3,2025-05-21
2321,70261849549,Alana Cardoso,Amoxicilina,ABC123,2,2025-05-13
2322,20173596886,Elisa Pinto,Amoxicilina,GHI789,1,2025-05-01
