id_prescricao,cpf_paciente,nome_paciente,medicamento,codigo_medicamento,quantidade,data_prescricao
360,90738624500,Mirella Viana,Ibuprofeno,DEF456,2,2025-05-16
361,46932508729,Maria Sophia Santos,Paracetamol,ABC123,4,2025-04-22
362,50763821462,Maria Clara Barros,Ibuprofeno,DEF456,5,2025-05-18
363,19578034288,Sr. Carlos Eduardo Campos,Ibuprofeno,DEF456,2,2025-05-13
364,43095186215,Igor Oliveira,Paracetamol,ABC123,4,2025-04-30
365,53864079292,Dr. João Felipe Mendes,Dipirona,INV,-1,2025-05-19
366,07154936800,Felipe Pinto,Amoxicilina,MNO345,4,2025-05-16
367,58096217402,Rafael Barbosa,Ibuprofeno,MNO345,4,2025-05-06
368,92874305197,Isaac Porto,Dipirona,GHI789,1,2025-05-10
369,123456789,Dr. Vitor Hugo da Mata,Amoxicilina,INV,-1,2025-05-18
370,97158340600,Samuel Ferreira,Amoxicilina,ABC123,4,2025-05-10
371,65231407925,Ana Luiza Porto,Losartana,ABC123,3,2025-04-30
372,89126374013,Ana Júlia Teixeira,Amoxicilina,MNO345,2,2025-05-21
373,75198240630,Maria Alice Viana,Amoxicilina,MNO345,4,2025-05-21
374,75692401894,Renan Rezende,Losartana,JKL012,3,2025-04-25
375,35468201771,Srta. Maria Sophia Silveira,Dipirona,INV,-1,2025-05-01
376,37415680235,Alexia Porto,Paracetamol,MNO345,4,2025-05-01
377,37026849131,Breno Vieira,Ibuprofeno,DEF456,3,2025-04-26
378,68723495065,Leandro Pires,Paracetamol,JKL012,2,2025-05-05
379,40521938732,Sr. Juan Almeida,Ibuprofeno,MNO345,3,2025-05-21
380,10356489205,Milena Castro,Amoxicilina,INV,-1,2025-04-23
381,64953108701,Luiz Fernando Lima,Dipirona,ABC123,3,2025-05-11
382,42968570102,Catarina Aragão,Dipirona,DEF456,2,2025-04-28
383,72531406808,Lívia Monteiro,Amoxicilina,DEF456,4,2025-05-19
384,08653721444,Beatriz Vieira,Ibuprofeno,MNO345,3,2025-05-18
385,43160527808,Mariana da Paz,Paracetamol,MNO345,2,2025-05-20
386,76240983500,Maria Cecília Martins,Dipirona,DEF456,4,2025-05-04
387,80195724305,Leandro da Cunha,Dipirona,JKL012,1,2025-04-30
388,85926371473,Guilherme Souza,Ibuprofeno,ABC123,2,2025-05-13
389,18037492613,Vitor Hugo Martins,Dipirona,JKL012,5,2025-05-06
390,67528430153,Isabel Moraes,Amoxicilina,JKL012,3,2025-05-14
391,76983025121,Gustavo Monteiro,Dipirona,DEF456,4,2025-04-28
392,71450263925,Maria Sophia Cardoso,Paracetamol,ABC123,5,2025-05-18
393,74612950399,Pietro Nunes,Losartana,MNO345,4,2025-05-03
394,16824930598,Theo das Neves,Amoxicilina,JKL012,3,2025-05-16
395,75213604862,Marcela Freitas,Dipirona,ABC123,5,2025-05-05
396,17302594643,João Ferreira,Ibuprofeno,MNO345,2,2025-05-20
397,78961034510,Emanuel Rocha,Losartana,MNO345,2,2025-05-17
398,123456789,Miguel Ferreira,Paracetamol,INV,-1,2025-04-29
399,07941628350,Cecília Castro,Dipirona,JKL012,5,2025-05-12
400,85320617453,Helena Viana,Losartana,DEF456,1,2025-04-28
401,123456789,Yasmin Silva,Paracetamol,INV,-1,2025-05-20
402,36174820580,Diogo Ribeiro,Amoxicilina,JKL012,5,2025-04-22
403,73608951202,Marcela Freitas,Losartana,ABC123,5,2025-04-22
404,31829657437,Leandro Viana,Losartana,ABC123,2,2025-05-20
405,123456789,Dr. Paulo Araújo,Losartana,INV,-1,2025-05-03
406,56478319237,Diogo Oliveira,Paracetamol,JKL012,4,2025-05-10
407,91467832537,Luiz Felipe Alves,Losartana,DEF456,5,2025-04-23
408,81530762480,Amanda da Rosa,Ibuprofeno,MNO345,5,2025-04-22
409,45371029699,Maria Eduarda Fogaça,Ibuprofeno,JKL012,3,2025-05-11
410,46809725130,João Felipe Vieira,Amoxicilina,MNO345,2,2025-05-06
411,16934058739,Dr. Otávio Costela,Losartana,JKL012,1,2025-04-25
412,62739580177,Srta. Manuela Alves,Ibuprofeno,DEF456,5,2025-04-24
413,38756094175,Marcela Teixeira,Losartana,DEF456,4,2025-05-19
414,74105286994,Sra. Ana Sales,Losartana,GHI789,4,2025-04-28
415,61420583905,Fernanda Moura,Ibuprofeno,JKL012,3,2025-04-30
416,14726935828,Emanuella Martins,Dipirona,DEF456,5,2025-05-17
417,31572980460,Isaac Campos,Amoxicilina,JKL012,1,2025-05-10
418,18947026387,Rafaela Dias,Amoxicilina,DEF456,1,2025-05-06
419,63195278030,Ana Vitória Almeida,Dipirona,MNO345,3,2025-05-07
420,56219307895,Sra. Helena Farias,Paracetamol,JKL012,5,2025-04-28
421,26084137903,Srta. Sophia Costela,Dipirona,GHI789,1,2025-05-12
422,86759023102,Augusto das Neves,Dipirona,DEF456,2,2025-05-16
423,26490751399,Dr. Benício Azevedo,Ibuprofeno,MNO345,1,2025-04-23
424,96372548038,Marcos Vinicius Vieira,Amoxicilina,DEF456,4,2025-04-20
425,69273014534,Fernanda Pinto,Dipirona,JKL012,5,2025-05-21
426,41253890714,Maria Sophia Ramos,Dipirona,MNO345,1,2025-05-09
427,81064593739,Sr. Davi Cavalcanti,Ibuprofeno,ABC123,4,2025-04-27
428,58102436905,João Lucas Araújo,Losartana,MNO345,3,2025-05-18
429,36714085290,Lara da Rocha,Dipirona,ABC123,1,2025-05-14
430,98314762040,Dr. Augusto Oliveira,Paracetamol,DEF456,4,2025-05-02
431,96587021476,Dr. Augusto Jesus,Paracetamol,GHI789,2,2025-05-16
432,68139247537,Manuela Castro,Dipirona,DEF456,4,2025-05-02
433,14926730804,Maria Fernanda Vieira,Dipirona,MNO345,4,2025-05-12
434,43695802189,Srta. Emilly Freitas,Amoxicilina,GHI789,1,2025-05-05
435,93062147822,Levi Ribeiro,Losartana,GHI789,3,2025-05-04
436,79450268185,Sra. Isadora Cardoso,Losartana,GHI789,4,2025-05-17
437,24391608570,Fernanda Novaes,Ibuprofeno,JKL012,3,2025-04-25
438,14286039722,Vitor Jesus,Losartana,JKL012,3,2025-05-18
439,17345268071,Rebeca das Neves,Losartana,JKL012,1,2025-05-15
440,89613042598,Manuela Viana,Amoxicilina,GHI789,2,2025-05-13
441,83562410905,Igor Cunha,Dipirona,ABC123,4,2025-05-19
442,67412039822,Juan Barbosa,Losartana,MNO345,5,2025-05-11
443,65103729407,Rodrigo Aragão,Dipirona,JKL012,5,2025-04-27
444,50327491680,Luiz Miguel da Costa,Dipirona,MNO345,2,2025-04-25
445,53076928465,Sra. Letícia Costela,Paracetamol,JKL012,2,2025-05-04
446,87321694500,Anthony Ribeiro,Amoxicilina,MNO345,4,2025-05-21
447,19468072304,Natália Dias,Ibuprofeno,ABC123,2,2025-05-17
448,16745038900,Renan Pereira,Losartana,INV,-1,2025-05-02
449,82140657390,Levi Ribeiro,Dipirona,MNO345,4,2025-05-01
450,87436190539,Dr. João Vitor Silva,Paracetamol,GHI789,4,2025-05-16
451,86715294364,Joaquim Carvalho,Dipirona,GHI789,5,2025-04-28
452,18940576276,Larissa Sales,Ibuprofeno,GHI789,1,2025-05-08
453,26709185494,Sophia Freitas,Dipirona,ABC123,5,2025-05-03
454,80954162749,Laura Cavalcanti,Dipirona,GHI789,2,2025-05-01
455,10623498570,Esther Nascimento,Dipirona,MNO345,2,2025-05-21
456,36128940722,Bruna Martins,Ibuprofeno,ABC123,4,2025-05-02
457,67340192840,Luiz Fernando Barros,Losartana,MNO345,2,2025-05-21
458,64029751849,Brenda Cunha,Amoxicilina,JKL012,3,2025-04-20
459,35629104799,Emanuel Correia,Dipirona,GHI789,1,2025-05-13
460,05918276386,Agatha Ferreira,Ibuprofeno,GHI789,3,2025-05-10
461,01874265976,Luiz Henrique Jesus,Dipirona,JKL012,5,2025-05-06
462,27358046900,Guilherme Araújo,Losartana,ABC123,2,2025-05-10
463,02861593415,Lara Costa,Paracetamol,DEF456,2,2025-05-11
464,02475361999,Maria da Cruz,Dipirona,GHI789,4,2025-05-12
465,82439016713,Theo Nascimento,Paracetamol,GHI789,2,2025-04-22
466,80423591606,Srta. Raquel da Mata,Amoxicilina,GHI789,4,2025-04-24
467,18079356475,Daniela Fogaça,Losartana,JKL012,5,2025-05-14
468,91250386489,Davi Lucas Freitas,Ibuprofeno,DEF456,3,2025-05-06
469,94360712561,Dr. Guilherme Freitas,Dipirona,GHI789,5,2025-05-18
470,07891234523,Luiz Otávio Monteiro,Ibuprofeno,DEF456,5,2025-04-26
471,67423589128,Srta. Ana Fernandes,Amoxicilina,JKL012,2,2025-05-15
472,47319628031,Davi Lucas Mendes,Paracetamol,JKL012,3,2025-04-23
473,07286935429,Marina Campos,Paracetamol,DEF456,2,2025-05-07
474,56830147948,Alana Ferreira,Ibuprofeno,GHI789,3,2025-04-30
475,70845136984,Sra. Mariana Mendes,Amoxicilina,ABC123,2,2025-05-03
476,46019358224,Maitê Jesus,Amoxicilina,ABC123,4,2025-04-25
477,58427196300,Dr. João Miguel Rezende,Paracetamol,JKL012,4,2025-05-21
478,34197562837,Rafael Fogaça,Paracetamol,ABC123,5,2025-04-21
479,69341075866,Sr. Kevin da Luz,Amoxicilina,ABC123,3,2025-05-02
480,06129485794,Lara Duarte,Losartana,MNO345,1,2025-05-07
481,61348052970,Vinicius da Rocha,Losartana,GHI789,5,2025-05-13
482,21490753850,Ryan Lopes,Amoxicilina,DEF456,2,2025-04-28
483,75410698258,Heitor da Luz,Ibuprofeno,DEF456,4,2025-04-23
484,62879501377,Julia Duarte,Losartana,DEF456,1,2025-05-02
485,89105762359,Beatriz Correia,Paracetamol,DEF456,2,2025-05-15
486,80361592795,Juliana da Paz,Paracetamol,MNO345,1,2025-05-15
487,29471035805,Sra. Emilly Vieira,Dipirona,ABC123,2,2025-04-23
488,24358706126,Theo Teixeira,Dipirona,ABC123,2,2025-05-05
489,70356419207,João Ferreira,Losartana,MNO345,5,2025-05-08
490,51904682324,Rebeca da Luz,Dipirona,ABC123,2,2025-04-22
491,46217950820,Maria Vitória Carvalho,Paracetamol,JKL012,5,2025-05-03
492,13490758684,Heloísa Cunha,Losartana,JKL012,2,2025-05-21
493,39850621451,Clarice Cunha,Paracetamol,ABC123,3,2025-05-09
494,34159268005,Luana Freitas,Dipirona,DEF456,5,2025-04-25
495,85961237095,Maysa Farias,Dipirona,GHI789,3,2025-05-21
496,64201753808,Sabrina Vieira,Ibuprofeno,GHI789,4,2025-05-17
497,05798261395,Emanuelly Alves,Paracetamol,ABC123,3,2025-05-16
498,123456789,Luiz Fernando Cardoso,Ibuprofeno,INV,-1,2025-05-20
499,07943615875,Maria Clara Ramos,Ibuprofeno,JKL012,5,2025-05-19
500,68109375286,Vicente Pires,Dipirona,DEF456,5,2025-04-21
